"","name","count"
"2956","like take",15
"2957","make i",19
"2958","wont able",12
"2959","first one",29
"2960","one will",45
"2961","came home",29
"2962","just completed",12
"2963","white people",12
"2964","anybody else",14
"2965","going bed",31
"2966","came back",52
"2967","that i",24
"2968","what kind",22
"2969","friday saturday",24
"2970","really happy",17
"2971","hell i",11
"2972","believe i",49
"2973","one yet",11
"2974","days left",16
"2975","have a",11
"2976","send email",18
"2977","paying attention",26
"2978","way better",15
"2979","you also",15
"2980","see next",22
"2981","enjoy day",11
"2982","hope enjoy",22
"2983","now going",15
"2984","far i",37
"2985","hard enough",11
"2986","and will",23
"2987","now its",12
"2988","looks great",16
"2989","day time",16
"2990","wanted i",19
"2991","ah i",17
"2992","happy i",34
"2993","just time",23
"2994","long run",18
"2995","old enough",14
"2996","long week",12
"2997","might say",12
"2998","wife i",19
"2999","will change",25
"3000","the couple",20
"3001","im worried",13
"3002","safe say",11
"3003","one place",13
"3004","school system",11
"3005","dinner tonight",13
"3006","look mirror",11
"3007","take long",36
"3008","its just",66
"3009","said will",35
"3010","coming along",11
"3011","i able",63
"3012","may need",25
"3013","made sense",16
"3014","mother i",14
"3015","i known",12
"3016","truth i",13
"3017","ever seen",38
"3018","years life",12
"3019","i plan",41
"3020","post i",32
"3021","we can",71
"3022","already knew",12
"3023","care i",15
"3024","i trying",34
"3025","good see",25
"3026","haha im",22
"3027","felt like",89
"3028","im like",28
"3029","dont give",31
"3030","will host",19
"3031","just use",14
"3032","ready get",11
"3033","ill never",26
"3034","never give",14
"3035","really enjoying",11
"3036","shame i",11
"3037","now hes",18
"3038","ive gotten",17
"3039","love mom",14
"3040","thank sharing",11
"3041","front row",13
"3042","friends we",13
"3043","way back",48
"3044","i moved",33
"3045","grocery store",27
"3046","im thinking",45
"3047","life right",12
"3048","rest us",18
"3049","health issues",13
"3050","june th",24
"3051","box office",19
"3052","st time",13
"3053","sweet i",16
"3054","weeks later",16
"3055","film festival",28
"3056","i picked",38
"3057","middle class",23
"3058","agree i",22
"3059","love one",20
"3060","really think",28
"3061","first game",26
"3062","new stadium",14
"3063","back back",13
"3064","pinot noir",18
"3065","twitter account",34
"3066","day week",26
"3067","try new",15
"3068","great deal",39
"3069","became first",15
"3070","house representatives",17
"3071","new ideas",12
"3072","the th",19
"3073","west coast",27
"3074","going work",20
"3075","process i",12
"3076","north carolina",50
"3077","im starting",21
"3078","wait next",14
"3079","know got",12
"3080","enough make",20
"3081","fast enough",14
"3082","and still",12
"3083","today and",11
"3084","young children",12
"3085","make big",12
"3086","just let",32
"3087","man im",14
"3088","i gave",39
"3089","support i",13
"3090","happy friday",55
"3091","done now",14
"3092","quite bit",29
"3093","my sister",18
"3094","things dont",13
"3095","whats wrong",17
"3096","i inspired",12
"3097","times i",46
"3098","style i",11
"3099","better now",16
"3100","thats im",30
"3101","rock roll",15
"3102","i grow",12
"3103","long way",39
"3104","just last",16
"3105","saying i",37
"3106","new songs",12
"3107","happens i",11
"3108","chocolate chip",16
"3109","think theyre",18
"3110","amazing i",20
"3111","hell yeah",11
"3112","criminal charges",11
"3113","can change",28
"3114","dont expect",17
"3115","right one",14
"3116","need followers",11
"3117","when people",23
"3118","we look",23
"3119","hes just",19
"3120","like hear",14
"3121","at end",39
"3122","hopefully i",18
"3123","wont get",20
"3124","just waiting",11
"3125","thats crazy",14
"3126","will probably",46
"3127","yesterday i",37
"3128","i longer",25
"3129","why cant",12
"3130","next days",15
"3131","get a",11
"3132","i high",12
"3133","school year",35
"3134","nothing can",15
"3135","can read",35
"3136","oil gas",17
"3137","giving away",38
"3138","feel comfortable",15
"3139","and new",12
"3140","its never",14
"3141","friday nights",11
"3142","stanley cup",13
"3143","gonna good",11
"3144","u will",14
"3145","even better",45
"3146","didnt say",23
"3147","ps i",14
"3148","say hi",35
"3149","like dont",13
"3150","lol jk",13
"3151","want people",13
"3152","and also",17
"3153","thought u",11
"3154","maybe im",15
"3155","i met",53
"3156","golden gate",13
"3157","you think",16
"3158","lol thats",15
"3159","it feels",34
"3160","anything like",25
"3161","never felt",13
"3162","i remembered",15
"3163","country music",18
"3164","old school",26
"3165","first lady",13
"3166","will call",12
"3167","ready i",11
"3168","piece paper",14
"3169","now see",12
"3170","rest world",11
"3171","just took",23
"3172","person can",12
"3173","back life",11
"3174","will bring",38
"3175","game tonight",26
"3176","the secret",13
"3177","yes can",14
"3178","know anything",19
"3179","go shopping",11
"3180","thats pretty",15
"3181","doesnt know",24
"3182","know whats",26
"3183","let go",77
"3184","can watch",21
"3185","also got",18
"3186","see movie",12
"3187","know love",12
"3188","peanut butter",25
"3189","will actually",13
"3190","we really",27
"3191","rt can",11
"3192","sure get",15
"3193","bit like",16
"3194","didnt feel",14
"3195","feel i",28
"3196","wow i",37
"3197","d i",15
"3198","even want",11
"3199","you love",13
"3200","i first",53
"3201","even remember",11
"3202","feel great",14
"3203","taking advantage",11
"3204","that sounds",18
"3205","i much",39
"3206","say just",14
"3207","minutes i",16
"3208","back day",27
"3209","school teacher",11
"3210","meeting new",12
"3211","followers i",14
"3212","turn around",19
"3213","for i",15
"3214","oh man",12
"3215","movie the",14
"3216","the latest",22
"3217","the word",21
"3218","will new",12
"3219","i pretty",35
"3220","really i",31
"3221","couple days",44
"3222","whitney houston",15
"3223","two top",12
"3224","questions will",12
"3225","will begin",32
"3226","say something",21
"3227","i turn",20
"3228","second i",12
"3229","the second",54
"3230","still think",20
"3231","took place",44
"3232","know theres",11
"3233","theres always",22
"3234","chance win",31
"3235","got work",25
"3236","be a",12
"3237","the biggest",19
"3238","biggest fan",11
"3239","just hope",25
"3240","great food",11
"3241","u much",16
"3242","first round",47
"3243","fight i",11
"3244","nice meet",30
"3245","will back",35
"3246","bad thing",22
"3247","anything i",34
"3248","as i",104
"3249","people going",11
"3250","see people",17
"3251","i tried",102
"3252","ill see",24
"3253","conference call",24
"3254","i real",12
"3255","we think",23
"3256","us even",11
"3257","let people",19
"3258","name i",16
"3259","husband i",17
"3260","i shall",45
"3261","think right",11
"3262","im reading",11
"3263","great things",20
"3264","life will",21
"3265","pretty amazing",14
"3266","can ask",11
"3267","my first",24
"3268","feel sorry",11
"3269","get close",11
"3270","i truly",35
"3271","may i",13
"3272","dont come",12
"3273","i trust",13
"3274","mine i",14
"3275","life i",74
"3276","time people",13
"3277","the time",23
"3278","way things",14
"3279","and know",16
"3280","new people",22
"3281","just bought",27
"3282","know say",11
"3283","well let",18
"3284","nothing else",32
"3285","or just",12
"3286","heart attack",30
"3287","tells story",16
"3288","one friends",11
"3289","too many",16
"3290","science fiction",21
"3291","i called",36
"3292","work like",11
"3293","monday morning",23
"3294","said yes",11
"3295","music i",25
"3296","ugh i",13
"3297","grand opening",13
"3298","go around",15
"3299","winner will",17
"3300","everyone i",25
"3301","know people",33
"3302","i friends",12
"3303","i run",30
"3304","wont work",11
"3305","my little",22
"3306","it got",13
"3307","get little",19
"3308","friend just",11
"3309","and finally",11
"3310","one way",39
"3311","new zealand",16
"3312","heading back",16
"3313","we wish",12
"3314","know need",20
"3315","things like",73
"3316","just tell",19
"3317","s i",12
"3318","need see",18
"3319","love the",20
"3320","just every",12
"3321","new album",32
"3322","my mother",18
"3323","will tell",31
"3324","and course",29
"3325","theres lot",32
"3326","just gave",12
"3327","get away",37
"3328","just know",34
"3329","live music",30
"3330","still time",14
"3331","hoping i",13
"3332","unless youre",13
"3333","can think",27
"3334","way around",19
"3335","he doesnt",18
"3336","i noticed",39
"3337","little less",15
"3338","wishful thinking",13
"3339","making sure",26
"3340","man can",14
"3341","first ever",11
"3342","dont hate",23
"3343","here i",14
"3344","like real",12
"3345","wish best",15
"3346","better start",12
"3347","i throw",14
"3348","means i",28
"3349","im fine",12
"3350","work im",14
"3351","trayvon martin",14
"3352","who knew",15
"3353","white house",65
"3354","can one",15
"3355","really cant",12
"3356","done i",26
"3357","i done",38
"3358","will start",52
"3359","my brother",20
"3360","i sitting",17
"3361","going hard",12
"3362","good man",19
"3363","pretty awesome",11
"3364","ill go",30
"3365","know going",24
"3366","a new",36
"3367","ill give",23
"3368","new home",22
"3369","may pm",25
"3370","playing games",11
"3371","one ever",21
"3372","time said",22
"3373","is the",12
"3374","doesnt make",34
"3375","hundreds thousands",20
"3376","its still",11
"3377","i followed",23
"3378","call me",11
"3379","he called",21
"3380","to be",21
"3381","c u",11
"3382","big game",15
"3383","people get",37
"3384","three people",14
"3385","the kings",14
"3386","it fun",26
"3387","losing streak",11
"3388","new way",14
"3389","with new",11
"3390","rt good",18
"3391","i enjoyed",33
"3392","see yall",13
"3393","take pictures",17
"3394","worry i",15
"3395","one biggest",17
"3396","not mention",19
"3397","just used",11
"3398","i check",12
"3399","miss much",11
"3400","we two",12
"3401","damn i",19
"3402","amount money",17
"3403","cup tea",12
"3404","past week",30
"3405","old friends",17
"3406","th street",29
"3407","else can",17
"3408","not like",11
"3409","first pitch",11
"3410","u love",12
"3411","bad idea",17
"3412","side i",14
"3413","time see",18
"3414","ill send",17
"3415","now one",11
"3416","one year",55
"3417","go far",18
"3418","i hit",28
"3419","please rt",11
"3420","first draft",13
"3421","ive read",17
"3422","day school",19
"3423","least one",66
"3424","single one",14
"3425","i talked",17
"3426","help make",18
"3427","i checked",14
"3428","if know",12
"3429","rt “",18
"3430","went see",18
"3431","washington post",14
"3432","next i",14
"3433","let get",12
"3434","i waiting",11
"3435","big time",20
"3436","but dont",21
"3437","i visited",11
"3438","bad day",11
"3439","questions i",13
"3440","ask i",14
"3441","back pain",11
"3442","going look",15
"3443","we going",20
"3444","course ’s",11
"3445","the president",21
"3446","this way",18
"3447","its little",13
"3448","see the",16
"3449","its pretty",20
"3450","family members",59
"3451","dont try",15
"3452","i write",39
"3453","stock market",18
"3454","may st",13
"3455","something like",79
"3456","night will",18
"3457","know now",18
"3458","are going",20
"3459","i thank",23
"3460","don’t even",17
"3461","i don’t",279
"3462","im playing",12
"3463","will know",22
"3464","actually just",11
"3465","youre looking",22
"3466","change world",17
"3467","small group",11
"3468","many new",11
"3469","i respect",12
"3470","i help",20
"3471","rt this",13
"3472","come say",11
"3473","show i",38
"3474","just stop",12
"3475","like back",11
"3476","will move",17
"3477","the little",22
"3478","french toast",14
"3479","may still",16
"3480","ill post",13
"3481","new ones",16
"3482","three things",14
"3483","along lines",19
"3484","i grew",42
"3485","haha thats",13
"3486","its important",14
"3487","didnt think",35
"3488","the government",21
"3489","todo list",12
"3490","will give",60
"3491","go take",11
"3492","past couple",12
"3493","they just",34
"3494","good looking",13
"3495","like need",18
"3496","every year",67
"3497","everything else",41
"3498","bring home",23
"3499","long term",22
"3500","need know",21
"3501","cup coffee",11
"3502","york times",35
"3503","i grateful",18
"3504","state university",53
"3505","why because",23
"3506","still feel",12
"3507","can turn",13
"3508","tuesday morning",17
"3509","it never",19
"3510","right wrong",13
"3511","two different",27
"3512","texas am",13
"3513","im hoping",18
"3514","get it",14
"3515","the point",14
"3516","will open",30
"3517","says im",14
"3518","need make",26
"3519","good book",15
"3520","early s",43
"3521","late s",39
"3522","good team",13
"3523","asked i",37
"3524","working new",21
"3525","well thats",12
"3526","going say",15
"3527","like something",21
"3528","left i",22
"3529","going give",21
"3530","now time",37
"3531","fine i",23
"3532","people said",23
"3533","first i",58
"3534","weeks i",29
"3535","year will",15
"3536","get two",12
"3537","still need",23
"3538","together i",23
"3539","going tonight",11
"3540","whole lot",27
"3541","going stop",12
"3542","hes now",12
"3543","like now",11
"3544","even worse",17
"3545","will cut",12
"3546","decided take",19
"3547","it sounds",15
"3548","we take",15
"3549","anyway i",34
"3550","make mistakes",11
"3551","new favorite",14
"3552","right back",32
"3553","just really",19
"3554","just trying",31
"3555","life just",17
"3556","last month",122
"3557","nice i",27
"3558","can done",17
"3559","sounds amazing",13
"3560","bye bye",11
"3561","story i",28
"3562","took time",15
"3563","we dont",44
"3564","theyre good",11
"3565","upon us",13
"3566","gas prices",28
"3567","natural gas",38
"3568","will released",12
"3569","fall asleep",32
"3570","even get",18
"3571","and many",13
"3572","just watched",26
"3573","one top",25
"3574","tell story",23
"3575","two men",26
"3576","wouldnt want",16
"3577","the black",13
"3578","almost years",17
"3579","thought might",14
"3580","one hour",24
"3581","the band",14
"3582","time thanks",11
"3583","reality show",16
"3584","this also",11
"3585","lots people",17
"3586","anymore i",17
"3587","get us",16
"3588","always get",21
"3589","get mad",14
"3590","back us",15
"3591","looking great",11
"3592","get things",12
"3593","what happened",23
"3594","stay home",23
"3595","said last",25
"3596","years now",34
"3597","can call",18
"3598","love will",11
"3599","medical marijuana",14
"3600","every minute",17
"3601","also wanted",13
"3602","global warming",25
"3603","wanted say",17
"3604","get another",16
"3605","iron man",13
"3606","but will",19
"3607","will happen",34
"3608","radio show",13
"3609","people take",17
"3610","at time",71
"3611","weeks ago",89
"3612","spent day",14
"3613","alright i",11
"3614","i support",16
"3615","lol yeah",11
"3616","walt disney",13
"3617","year we",13
"3618","keep coming",12
"3619","create jobs",20
"3620","just little",43
"3621","i stand",12
"3622","i bit",16
"3623","someone elses",20
"3624","power plant",15
"3625","it takes",48
"3626","right side",12
"3627","interesting see",14
"3628","great opportunity",12
"3629","open mind",13
"3630","that said",38
"3631","dinner i",14
"3632","woman i",20
"3633","first book",18
"3634","like crazy",26
"3635","couldnt get",30
"3636","make best",12
"3637","can relate",14
"3638","just moved",11
"3639","like long",12
"3640","how u",12
"3641","people come",28
"3642","unless i",11
"3643","first step",17
"3644","can even",31
"3645","he good",12
"3646","many years",63
"3647","will become",36
"3648","one knows",17
"3649","phone calls",18
"3650","will end",27
"3651","thats way",19
"3652","they know",12
"3653","work just",16
"3654","days like",11
"3655","get real",15
"3656","property tax",27
"3657","tax breaks",13
"3658","will longer",15
"3659","take break",11
"3660","get excited",21
"3661","pretty sweet",11
"3662","just way",14
"3663","last long",11
"3664","will last",15
"3665","ok im",13
"3666","doesnt want",26
"3667","jersey shore",16
"3668","comic book",18
"3669","i prefer",34
"3670","day two",17
"3671","oh wow",14
"3672","just bad",14
"3673","still want",14
"3674","room i",22
"3675","omg im",12
"3676","see whats",11
"3677","drink i",12
"3678","i planning",11
"3679","get high",12
"3680","dont ever",12
"3681","couple times",26
"3682","get used",24
"3683","bring back",26
"3684","so far",49
"3685","people one",15
"3686","need keep",11
"3687","says i",37
"3688","north dakota",31
"3689","also want",16
"3690","want follow",12
"3691","something similar",12
"3692","show today",12
"3693","never want",13
"3694","talking people",11
"3695","want come",16
"3696","millions dollars",29
"3697","make one",28
"3698","work it",11
"3699","good things",30
"3700","movies i",11
"3701","one good",18
"3702","probably best",13
"3703","when asked",15
"3704","things im",16
"3705","getting married",19
"3706","think everyone",13
"3707","free throws",23
"3708","my friend",23
"3709","small business",22
"3710","takes place",25
"3711","behind back",11
"3712","close i",16
"3713","never heard",44
"3714","got one",28
"3715","wide open",13
"3716","whole thing",37
"3717","can happen",12
"3718","back together",22
"3719","show will",16
"3720","work week",11
"3721","just said",24
"3722","just read",21
"3723","way it",12
"3724","i dunno",12
"3725","nothing new",12
"3726","york city",62
"3727","to the",30
"3728","lets see",27
"3729","hold onto",12
"3730","one many",30
"3731","for years",27
"3732","the people",20
"3733","it must",16
"3734","going able",13
"3735","i let",34
"3736","see two",12
"3737","one game",17
"3738","walk around",18
"3739","please check",15
"3740","toilet paper",12
"3741","yes im",20
"3742","havent heard",15
"3743","cant change",12
"3744","john f",12
"3745","red wings",11
"3746","its true",16
"3747","i failed",13
"3748","keep trying",11
"3749","till i",20
"3750","the final",25
"3751","month i",23
"3752","way life",22
"3753","whole family",19
"3754","world war",35
"3755","put together",49
"3756","getting old",11
"3757","i close",13
"3758","im scared",13
"3759","week will",14
"3760","want help",11
"3761","sales tax",25
"3762","i seriously",15
"3763","there many",51
"3764","will coming",12
"3765","job i",26
"3766","to find",13
"3767","thank goodness",28
"3768","make new",21
"3769","actually like",12
"3770","public relations",15
"3771","know one",20
"3772","together one",12
"3773","find way",44
"3774","mom just",12
"3775","much work",22
"3776","happy happy",12
"3777","can meet",11
"3778","saturday i",12
"3779","i saying",11
"3780","right way",14
"3781","and one",30
"3782","please join",11
"3783","quite time",15
"3784","not just",20
"3785","else going",12
"3786","want someone",12
"3787","still looking",17
"3788","i couple",13
"3789","i completely",22
"3790","much life",12
"3791","never able",15
"3792","the men",12
"3793","joining us",18
"3794","might make",15
"3795","finished i",11
"3796","jesus christ",34
"3797","decade ago",15
"3798","absolutely nothing",13
"3799","i kind",28
"3800","just needed",12
"3801","didnt really",18
"3802","i set",21
"3803","please come",13
"3804","much like",48
"3805","taken seriously",16
"3806","years come",14
"3807","and get",11
"3808","look back",31
"3809","perfect i",11
"3810","book i",50
"3811","home the",12
"3812","well said",20
"3813","ive trying",14
"3814","year half",13
"3815","taste like",13
"3816","dont wait",12
"3817","time will",38
"3818","u please",12
"3819","little one",16
"3820","love time",11
"3821","tuesday night",38
"3822","still believe",11
"3823","go play",16
"3824","video games",33
"3825","people actually",14
"3826","hot dog",12
"3827","went back",44
"3828","hard say",14
"3829","say goodbye",21
"3830","black people",13
"3831","can show",13
"3832","field trip",11
"3833","started i",17
"3834","next level",16
"3835","early days",11
"3836","in early",17
"3837","answer questions",19
"3838","never done",19
"3839","know but",11
"3840","going happen",33
"3841","finished first",15
"3842","four months",27
"3843","get help",16
"3844","and since",12
"3845","s s",33
"3846","around city",12
"3847","st century",20
"3848","home depot",16
"3849","recently i",26
"3850","if cant",12
"3851","lose weight",21
"3852","back next",16
"3853","around pm",16
"3854","i wrong",12
"3855","and just",34
"3856","just gets",13
"3857","will want",19
"3858","person will",12
"3859","love show",12
"3860","locker room",20
"3861","economic crisis",12
"3862","cant afford",17
"3863","saturday morning",25
"3864","we new",12
"3865","good hear",13
"3866","wait til",11
"3867","will talk",12
"3868","like ”",12
"3869","now and",12
"3870","josh hamilton",13
"3871","would like",21
"3872","got done",12
"3873","along way",60
"3874","keep getting",14
"3875","got car",17
"3876","penn state",23
"3877","first major",13
"3878","first class",18
"3879","conversation i",11
"3880","thinks i",12
"3881","one things",28
"3882","got i",20
"3883","know ive",11
"3884","they will",30
"3885","world will",23
"3886","get around",16
"3887","elementary school",31
"3888","ive used",14
"3889","i recognize",11
"3890","he got",20
"3891","can vote",12
"3892","twice week",11
"3893","war ii",25
"3894","will feature",21
"3895","why dont",16
"3896","fox news",17
"3897","say will",20
"3898","whatever want",11
"3899","today going",16
"3900","u going",11
"3901","i hadnt",20
"3902","getting know",11
"3903","night just",13
"3904","one one",30
"3905","still one",14
"3906","bad guy",14
"3907","done nothing",11
"3908","ill miss",14
"3909","email us",15
"3910","i simply",20
"3911","years even",13
"3912","little better",15
"3913","used make",12
"3914","different things",13
"3915","got get",19
"3916","find something",19
"3917","try find",13
"3918","we got",47
"3919","lord jesus",11
"3920","find one",14
"3921","thing going",13
"3922","us get",19
"3923","past weekend",18
"3924","it means",22
"3925","winning streak",18
"3926","the key",18
"3927","think going",21
"3928","pop culture",11
"3929","one month",15
"3930","human rights",54
"3931","hours later",16
"3932","us well",11
"3933","thats exactly",13
"3934","going help",11
"3935","said no",17
"3936","exactly i",29
"3937","card i",29
"3938","debit card",16
"3939","get money",15
"3940","second half",49
"3941","getting rid",11
"3942","new house",12
"3943","i have",15
"3944","pm free",11
"3945","dont blame",11
"3946","i turned",24
"3947","turned around",15
"3948","first place",60
"3949","like whole",11
"3950","when one",11
"3951","still waiting",13
"3952","i place",11
"3953","said wasnt",13
"3954","day we",16
"3955","every second",14
"3956","yearold boy",11
"3957","team i",15
"3958","two people",31
"3959","everything going",15
"3960","ann arbor",11
"3961","i pulled",23
"3962","it pretty",13
"3963","weird i",18
"3964","second day",14
"3965","great place",21
"3966","what else",14
"3967","issues i",11
"3968","many us",23
"3969","civil liberties",12
"3970","doesnt really",16
"3971","past months",19
"3972","can live",21
"3973","theres one",25
"3974","the great",23
"3975","dont remember",28
"3976","day now",12
"3977","mind right",12
"3978","going strong",11
"3979","i bring",20
"3980","way much",26
"3981","meant i",13
"3982","but one",38
"3983","the book",30
"3984","find someone",12
"3985","makes us",25
"3986","economic development",20
"3987","the right",15
"3988","cant take",23
"3989","short film",12
"3990","know means",11
"3991","i ended",26
"3992","really looking",20
"3993","i’ve always",11
"3994","it helps",11
"3995","final four",12
"3996","michigan state",19
"3997","there two",14
"3998","i discovered",21
"3999","state sen",22
"4000","make us",23
"4001","i supposed",25
"4002","just looking",14
"4003","pm the",22
"4004","never even",15
"4005","oh goodness",15
"4006","play game",24
"4007","good job",41
"4008","just minutes",20
"4009","future i",16
"4010","health insurance",27
"4011","to honest",14
"4012","sweet tea",11
"4013","phone call",27
"4014","ten minutes",13
"4015","the heat",15
"4016","will close",13
"4017","someone i",14
"4018","red bull",12
"4019","see happens",12
"4020","i sit",28
"4021","back time",20
"4022","new generation",14
"4023","im fan",15
"4024","the man",37
"4025","the body",13
"4026","now just",46
"4027","later month",18
"4028","oregon state",26
"4029","president obamas",12
"4030","the crowd",13
"4031","think just",18
"4032","the price",12
"4033","day day",25
"4034","everyone knows",15
"4035","if youve",17
"4036","youve ever",12
"4037","time it",18
"4038","see many",19
"4039","first thing",39
"4040","will support",13
"4041","the boy",16
"4042","thousands dollars",17
"4043","two hours",42
"4044","time spent",13
"4045","im bout",11
"4046","but even",28
"4047","will send",16
"4048","buy one",16
"4049","good bad",22
"4050","… i",19
"4051","i the",16
"4052","right the",12
"4053","get car",18
"4054","love hear",31
"4055","time just",13
"4056","games i",11
"4057","the hunger",21
"4058","small businesses",23
"4059","a big",24
"4060","way home",20
"4061","anyone want",13
"4062","the department",11
"4063","never saw",15
"4064","never ever",21
"4065","know theyre",11
"4066","also one",13
"4067","back s",15
"4068","harry potter",32
"4069","well worth",16
"4070","want keep",17
"4071","yearold daughter",17
"4072","miss you",11
"4073","last years",82
"4074","use term",13
"4075","old friend",15
"4076","left alone",12
"4077","thats going",20
"4078","ready start",13
"4079","will face",21
"4080","red white",19
"4081","we never",11
"4082","five years",89
"4083","like really",12
"4084","second third",12
"4085","time one",11
"4086","nursing home",13
"4087","the music",15
"4088","late i",13
"4089","championship game",23
"4090","theres way",11
"4091","it wasnt",32
"4092","can’t wait",12
"4093","know ’re",14
"4094","know i’m",12
"4095","take life",15
"4096","it also",93
"4097","done great",11
"4098","sense i",12
"4099","i rather",32
"4100","in last",19
"4101","kentucky derby",13
"4102","think better",12
"4103","around house",20
"4104","many ways",37
"4105","he knows",15
"4106","great meet",12
"4107","holiday season",22
"4108","love people",16
"4109","spring training",21
"4110","defensive end",13
"4111","soon i",57
"4112","bit much",16
"4113","buy new",13
"4114","get fixed",15
"4115","looking new",11
"4116","child i",12
"4117","i listened",11
"4118","th century",47
"4119","time and",12
"4120","just ask",25
"4121","will held",28
"4122","catholic church",16
"4123","i enjoy",47
"4124","national park",22
"4125","open pm",22
"4126","at age",18
"4127","another year",20
"4128","may want",16
"4129","else i",26
"4130","last thursday",11
"4131","find time",17
"4132","he says",31
"4133","hand i",19
"4134","like much",20
"4135","when see",11
"4136","waiting see",12
"4137","street journal",18
"4138","wall street",61
"4139","really feel",18
"4140","three times",51
"4141","and yes",36
"4142","well just",17
"4143","take lead",11
"4144","afternoon i",11
"4145","just called",14
"4146","santa ana",18
"4147","say things",13
"4148","love way",15
"4149","like make",15
"4150","im writing",12
"4151","paper i",18
"4152","english language",12
"4153","rest day",11
"4154","one new",15
"4155","even like",11
"4156","this one",65
"4157","day make",14
"4158","i time",23
"4159","how get",12
"4160","the show",22
"4161","good cause",11
"4162","its something",12
"4163","nothing really",12
"4164","will continue",72
"4165","get i",35
"4166","by time",37
"4167","full time",27
"4168","make changes",16
"4169","start new",16
"4170","time but",13
"4171","head i",20
"4172","we see",14
"4173","trying find",26
"4174","take i",15
"4175","finally i",14
"4176","realize i",18
"4177","in world",13
"4178","build new",12
"4179","the smell",11
"4180","new england",33
"4181","the girl",13
"4182","kids will",12
"4183","will able",66
"4184","good reason",22
"4185","always take",11
"4186","far away",27
"4187","the problem",54
"4188","summer i",17
"4189","great american",12
"4190","see things",13
"4191","dont afraid",11
"4192","big things",18
"4193","house i",29
"4194","i making",14
"4195","love story",19
"4196","past years",27
"4197","said that",17
"4198","birth control",16
"4199","like well",12
"4200","giving us",17
"4201","walk away",21
"4202","performing arts",12
"4203","can leave",16
"4204","tell truth",16
"4205","even make",13
"4206","planned parenthood",12
"4207","air force",27
"4208","can easily",20
"4209","within next",15
"4210","just come",12
"4211","miles away",23
"4212","let tell",12
"4213","bed i",11
"4214","year one",11
"4215","youll find",21
"4216","like first",14
"4217","its simple",14
"4218","interesting i",11
"4219","for first",26
"4220","small town",14
"4221","series the",13
"4222","today well",11
"4223","just good",21
"4224","take moment",12
"4225","i sat",38
"4226","it up",12
"4227","need work",17
"4228","i walked",41
"4229","my goal",11
"4230","many i",15
"4231","outside window",11
"4232","never see",17
"4233","back forth",43
"4234","just many",18
"4235","lets hope",12
"4236","past days",12
"4237","i especially",11
"4238","going change",11
"4239","experience i",29
"4240","will find",56
"4241","for one",15
"4242","really going",12
"4243","right away",32
"4244","but still",25
"4245","couldnt even",11
"4246","the boys",15
"4247","a year",16
"4248","live without",13
"4249","council members",20
"4250","people don’t",17
"4251","know exactly",23
"4252","the american",13
"4253","it always",19
"4254","now also",11
"4255","i suspect",20
"4256","came across",23
"4257","youre one",17
"4258","dinner party",11
"4259","where i",19
"4260","march th",24
"4261","i long",16
"4262","now since",11
"4263","the house",29
"4264","if love",11
"4265","i mentioned",31
"4266","will create",16
"4267","really happened",12
"4268","keep mind",21
"4269","health care",109
"4270","said just",16
"4271","free agency",23
"4272","i recall",11
"4273","figure i",11
"4274","didnt make",22
"4275","may also",24
"4276","cant beat",11
"4277","feb th",12
"4278","weight loss",23
"4279","go wrong",26
"4280","prime minister",36
"4281","george washington",11
"4282","i lot",25
"4283","like said",19
"4284","public safety",32
"4285","see old",11
"4286","favorite place",11
"4287","make look",22
"4288","may never",13
"4289","soon enough",11
"4290","much needed",17
"4291","getting used",17
"4292","property taxes",18
"4293","open door",13
"4294","i reading",12
"4295","open public",17
"4296","just plain",23
"4297","front door",29
"4298","in words",43
"4299","never going",18
"4300","one get",13
"4301","back new",13
"4302","thats something",14
"4303","the place",16
"4304","west end",13
"4305","you don’t",21
"4306","he came",18
"4307","we took",16
"4308","doesnt take",13
"4309","trying new",14
"4310","rt in",13
"4311","might like",13
"4312","like hes",12
"4313","still like",13
"4314","might just",25
"4315","head coach",34
"4316","video i",11
"4317","law enforcement",64
"4318","at point",44
"4319","day like",12
"4320","don’t take",13
"4321","’ll see",17
"4322","’s good",17
"4323","will meet",18
"4324","its long",16
"4325","like think",20
"4326","major league",25
"4327","back later",14
"4328","fun watch",14
"4329","bottom line",33
"4330","im right",11
"4331","chance see",13
"4332","th july",15
"4333","keep eye",17
"4334","didnt like",18
"4335","note i",16
"4336","saturday pm",18
"4337","just didnt",21
"4338","awesome i",15
"4339","love it",16
"4340","i busy",12
"4341","last saturday",14
"4342","but didnt",18
"4343","the average",18
"4344","county executive",16
"4345","able see",19
"4346","three years",96
"4347","lately i",12
"4348","end zone",11
"4349","can pretty",11
"4350","i wondered",19
"4351","now back",17
"4352","tell much",14
"4353","best part",33
"4354","now dont",12
"4355","do need",12
"4356","hard time",28
"4357","world i",36
"4358","in years",16
"4359","will receive",28
"4360","but just",21
"4361","family member",17
"4362","know whether",15
"4363","also won",11
"4364","eight years",27
"4365","just fine",18
"4366","got love",11
"4367","might come",16
"4368","wants know",16
"4369","choice i",12
"4370","way end",13
"4371","they make",17
"4372","nice guy",14
"4373","work ethic",13
"4374","is a",11
"4375","i become",15
"4376","lucky i",13
"4377","plus i",15
"4378","keep track",11
"4379","will include",22
"4380","us much",11
"4381","just three",11
"4382","given us",14
"4383","get know",21
"4384","first part",13
